Data Series,Market,Region,Country,Import (Million Dollars),Export (Million Dollars)
2024 Dec,Total All Markets,Asia,Other Markets Asia,71.5,10.9
2024 Dec,Total All Markets,Asia,Pakistan,17.3,83.2
2024 Dec,Total All Markets,Asia,Philippines,654.4,347.7
2024 Dec,Total All Markets,Asia,Qatar,507.5,72.8
2024 Dec,Total All Markets,Asia,Saudi Arabia,838.9,117.2
2024 Dec,Total All Markets,Asia,Sri Lanka,11.2,105.3
2024 Dec,Total All Markets,Asia,Syria,0,0
2024 Dec,Total All Markets,Asia,Taiwan,8847.7,1255
2024 Dec,Total All Markets,Asia,Thailand,1421.6,684.7
2024 Dec,Total All Markets,Asia,Turkiye,67,39.3
2024 Dec,Total All Markets,Asia,United Arab Emirates,1659.5,195.9
2024 Dec,Total All Markets,Asia,Viet Nam,781.2,694.8
2024 Dec,Total All Markets,Asia,Yemen,0.1,0.1
2024 Dec,Total All Markets,Europe,Austria,77.4,9.1
2024 Dec,Total All Markets,Europe,Belarus,0.3,0.2
2024 Dec,Total All Markets,Europe,Belgium,134.9,206.7
2024 Dec,Total All Markets,Europe,Bulgaria,8.3,0.3
2024 Dec,Total All Markets,Europe,Croatia,2.6,1.9
2024 Dec,Total All Markets,Europe,Cyprus,2.4,36
2024 Dec,Total All Markets,Europe,Czech Rep,133.3,3.6
2024 Dec,Total All Markets,Europe,Denmark,77.4,37.5
2024 Dec,Total All Markets,Europe,Estonia,5.6,16.3
2024 Dec,Total All Markets,Europe,Finland,49.1,8.4
2024 Dec,Total All Markets,Europe,France,1355.9,93.3
2024 Dec,Total All Markets,Europe,Germany,1108.3,265.8
2024 Dec,Total All Markets,Europe,Greece,43.7,79.2
2024 Dec,Total All Markets,Europe,Hungary,56.7,4.6
2024 Dec,Total All Markets,Europe,Ireland,449.3,74.3
2024 Dec,Total All Markets,Europe,Italy,633.1,50.2
2024 Dec,Total All Markets,Europe,Latvia,2,1.6
2024 Dec,Total All Markets,Europe,Lithuania,9.3,0.2
2024 Dec,Total All Markets,Europe,Luxembourg,3,8.7
2024 Dec,Total All Markets,Europe,Malta,71,167.9
2024 Dec,Total All Markets,Europe,NA,7373.9,2053
2024 Dec,Total All Markets,Europe,Netherlands,331.4,420.5
2024 Dec,Total All Markets,Europe,Norway,53.7,59.5
2024 Dec,Total All Markets,Europe,Other Markets Europe,11.6,32.6
2024 Dec,Total All Markets,Europe,Poland,71.6,21.4
2024 Dec,Total All Markets,Europe,Portugal,41,52
2024 Dec,Total All Markets,Europe,Romania,19.8,3.1
2024 Dec,Total All Markets,Europe,Russia,367.1,9.5
2024 Dec,Total All Markets,Europe,Slovakia,11.5,0.6
2024 Dec,Total All Markets,Europe,Slovenia,7.2,2.9
2024 Dec,Total All Markets,Europe,Spain,179.5,17.5
2024 Dec,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2024 Dec,Total All Markets,Europe,Sweden,172.8,2.4
2024 Dec,Total All Markets,Europe,Switzerland,702.6,76.8
2024 Dec,Total All Markets,Europe,Ukraine,14.1,0
2024 Dec,Total All Markets,Europe,United Kingdom,1166.6,288.3
2024 Dec,Total All Markets,NA,NA,56135.9,23684.7
2024 Dec,Total All Markets,Oceania,Antarctica,0,0
2024 Dec,Total All Markets,Oceania,Australia,671.1,928
2024 Dec,Total All Markets,Oceania,Fiji,0.4,66.6
2024 Dec,Total All Markets,Oceania,French Polynesia,2.5,0.6
2024 Dec,Total All Markets,Oceania,Guam,0,24.6
2024 Dec,Total All Markets,Oceania,Marshall Islands,0,393.9
2024 Dec,Total All Markets,Oceania,NA,751.8,1885.4
2024 Dec,Total All Markets,Oceania,New Caledonia,0.4,20.2
2024 Dec,Total All Markets,Oceania,New Zealand,60,344.8
2024 Dec,Total All Markets,Oceania,Northern Mariana Islands,0,11.7
2024 Dec,Total All Markets,Oceania,Other Markets Oceania,1.7,11.4
2024 Dec,Total All Markets,Oceania,Papua New Guinea,15.5,61.2
2024 Dec,Total All Markets,Oceania,Samoa,0,13.6
2024 Dec,Total All Markets,Oceania,Solomon Islands,0.1,7.4
2024 Dec,Total All Markets,Oceania,Vanuatu,0.1,1.5
2024 Feb,Total All Markets,Africa,Algeria,0,0.7
2024 Feb,Total All Markets,Africa,Angola,42.8,5.2
2024 Feb,Total All Markets,Africa,Benin,0,0.1
2024 Feb,Total All Markets,Africa,Cameroon,10.5,1.9
2024 Feb,Total All Markets,Africa,Cape Verde,0.1,0.2
2024 Feb,Total All Markets,Africa,Comoros,0,0.3
2024 Feb,Total All Markets,Africa,"Congo, Dem Rep Of",2.6,0.7
2024 Feb,Total All Markets,Africa,Cote D'ivoire,9.6,0.5
2024 Feb,Total All Markets,Africa,Djibouti,0,0.2
2024 Feb,Total All Markets,Africa,Egypt,2.5,15
2024 Feb,Total All Markets,Africa,Ethiopia,4.8,4.8
2024 Feb,Total All Markets,Africa,Gabon,0,4.7
2024 Feb,Total All Markets,Africa,Ghana,5.4,3.6
2024 Feb,Total All Markets,Africa,Guinea,0,0.9
2024 Feb,Total All Markets,Africa,Kenya,0.7,4.7
2024 Feb,Total All Markets,Africa,Liberia,0,814.8
2024 Feb,Total All Markets,Africa,Libya,0,3.7
2024 Feb,Total All Markets,Africa,Madagascar,1.9,0
2024 Feb,Total All Markets,Africa,Mauritius,0.5,2.1
2024 Feb,Total All Markets,Africa,Morocco,20.2,43.4
2024 Feb,Total All Markets,Africa,Mozambique,57.7,0.5
2024 Feb,Total All Markets,Africa,NA,317.9,1065.1
2024 Feb,Total All Markets,Africa,Nigeria,3.9,11.8
2024 Feb,Total All Markets,Africa,Other Markets Africa,77.8,14.5
2024 Feb,Total All Markets,Africa,Reunion,0.1,80.5
2024 Feb,Total All Markets,Africa,Seychelles,0,1.2
2024 Feb,Total All Markets,Africa,Sierra Leone,0,0.2
2024 Feb,Total All Markets,Africa,Somalia,0,0
2024 Feb,Total All Markets,Africa,South Africa,52.8,46.1
2024 Feb,Total All Markets,Africa,Sudan,0,0
2024 Feb,Total All Markets,Africa,Swaziland,0.1,0
2024 Feb,Total All Markets,Africa,Tanzania,1,1.4
2024 Feb,Total All Markets,Africa,Tunisia,22.2,1.1
2024 Feb,Total All Markets,Africa,Zambia,0.3,0.1
2024 Feb,Total All Markets,Africa,Zimbabwe,0.3,0.2
2024 Feb,Total All Markets,America,Antigua And Barbuda,0,14.7
2024 Feb,Total All Markets,America,Argentina,45.1,4.3
2024 Feb,Total All Markets,America,Bahamas,0,71.5
2024 Feb,Total All Markets,America,Bermuda,0,8.1
2024 Feb,Total All Markets,America,Brazil,715,44.1
2024 Feb,Total All Markets,America,Canada,248.1,36.5
2024 Feb,Total All Markets,America,Chile,23.4,7.6
2024 Feb,Total All Markets,America,Colombia,0.8,4.2
2024 Feb,Total All Markets,America,Costa Rica,39.6,7.3
2024 Feb,Total All Markets,America,Cuba,0.3,0
2024 Feb,Total All Markets,America,Dominican Rep,3.9,0.4
2024 Feb,Total All Markets,America,Ecuador,2.8,1.4
2024 Feb,Total All Markets,America,El Salvador,1.7,0.3
2024 Feb,Total All Markets,America,Guatemala,0.7,0.8
2024 Feb,Total All Markets,America,Guyana,0.3,3.5
2024 Feb,Total All Markets,America,Honduras,0.4,0
2024 Feb,Total All Markets,America,Jamaica,0.1,0
2024 Feb,Total All Markets,America,Mexico,266.9,88
2024 Feb,Total All Markets,America,NA,6398.3,3921.7
2024 Feb,Total All Markets,America,Netherlands Antilles,0,0
2024 Feb,Total All Markets,America,Other Markets America,0.7,21.4
2024 Feb,Total All Markets,America,Panama,0.1,640.6
2024 Feb,Total All Markets,America,Paraguay,0.1,0.2
2024 Feb,Total All Markets,America,Peru,33.7,4.3
2024 Feb,Total All Markets,America,Puerto Rico,9.3,80.6
2024 Feb,Total All Markets,America,St. Vincent And The Grenadines,0,0.3
2024 Feb,Total All Markets,America,Trinidad And Tobago,46,0.3
2024 Feb,Total All Markets,America,United States,4958.7,2881
2024 Feb,Total All Markets,America,United States Virgin Islands,0,0
2024 Feb,Total All Markets,America,Uruguay,0.4,0.2
2024 Feb,Total All Markets,America,Venezuela,0,0.1
2024 Feb,Total All Markets,Asia,Afghanistan,0,0
2024 Feb,Total All Markets,Asia,Bahrain,120.8,6.5
2024 Feb,Total All Markets,Asia,Bangladesh,15.4,122.1
2024 Feb,Total All Markets,Asia,Brunei,257.4,10.9
2024 Feb,Total All Markets,Asia,Cambodia,18.3,345.9
2024 Feb,Total All Markets,Asia,China,4971.1,2483.1
2024 Feb,Total All Markets,Asia,Christmas Island,0,0
2024 Feb,Total All Markets,Asia,Hong Kong,354.7,1759.2
2024 Feb,Total All Markets,Asia,India,1025.7,475.8
2024 Feb,Total All Markets,Asia,Indonesia,1371.9,2174.5
2024 Feb,Total All Markets,Asia,Iran,0.5,0.4
2024 Feb,Total All Markets,Asia,Iraq,134.4,4.9
2024 Feb,Total All Markets,Asia,Israel,73.5,25.4
2024 Feb,Total All Markets,Asia,Japan,2154.5,604.7
2024 Feb,Total All Markets,Asia,Jordan,4.7,1.1
2024 Feb,Total All Markets,Asia,Kazakhstan,0,1.4
2024 Feb,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0
2024 Feb,Total All Markets,Asia,"Korea, Rep Of",2957.2,733.5
2024 Feb,Total All Markets,Asia,Kuwait,50.2,23.5
2024 Feb,Total All Markets,Asia,Lao,0.6,2.4
2024 Feb,Total All Markets,Asia,Lebanon,0.3,0.5
2024 Feb,Total All Markets,Asia,Macao,0.3,2.5
2024 Feb,Total All Markets,Asia,Malaysia,5084,2401.4
2024 Feb,Total All Markets,Asia,Maldives,0.1,20.6
2024 Feb,Total All Markets,Asia,Mongolia,0.1,2.2
2024 Feb,Total All Markets,Asia,Myanmar,3.5,249.4
2024 Feb,Total All Markets,Asia,NA,29498.2,14188.2
2024 Feb,Total All Markets,Asia,Nepal,0.5,3.5
2024 Feb,Total All Markets,Asia,Oman,175.7,15.7
2024 Feb,Total All Markets,Asia,Other Markets Asia,23.2,11.1
2024 Feb,Total All Markets,Asia,Pakistan,5.9,70.3
2024 Feb,Total All Markets,Asia,Philippines,435.1,314.2
2024 Feb,Total All Markets,Asia,Qatar,525.3,80.1
2024 Feb,Total All Markets,Asia,Saudi Arabia,812,79.6
2024 Feb,Total All Markets,Asia,Sri Lanka,25.2,117.3
2024 Feb,Total All Markets,Asia,Syria,0,0.1
2024 Feb,Total All Markets,Asia,Taiwan,5591.7,704.9
2024 Feb,Total All Markets,Asia,Thailand,956.4,581.4
2024 Feb,Total All Markets,Asia,Turkiye,121.8,41.4
2024 Feb,Total All Markets,Asia,United Arab Emirates,1675.5,188.8
2024 Feb,Total All Markets,Asia,Viet Nam,550.6,526.8
2024 Feb,Total All Markets,Asia,Yemen,0,1
2024 Feb,Total All Markets,Europe,Austria,78,3.8
2024 Feb,Total All Markets,Europe,Belarus,1.6,0.2
2024 Feb,Total All Markets,Europe,Belgium,160.4,260.6
2024 Feb,Total All Markets,Europe,Bulgaria,396.4,0.4
2024 Feb,Total All Markets,Europe,Croatia,7.3,1.6
2024 Feb,Total All Markets,Europe,Cyprus,4.6,44.4
2024 Feb,Total All Markets,Europe,Czech Rep,76.5,7.3
2024 Feb,Total All Markets,Europe,Denmark,56.9,40
2024 Feb,Total All Markets,Europe,Estonia,7,0.1
2024 Feb,Total All Markets,Europe,Finland,38.1,3.4
2024 Feb,Total All Markets,Europe,France,1629.5,114.1
2024 Feb,Total All Markets,Europe,Germany,967.5,185.9
2024 Feb,Total All Markets,Europe,Greece,12.8,90.1
2024 Feb,Total All Markets,Europe,Hungary,40.5,37.6
2024 Feb,Total All Markets,Europe,Ireland,128.7,88.2
2024 Feb,Total All Markets,Europe,Italy,538.3,75.5
2024 Feb,Total All Markets,Europe,Latvia,1.3,2.4
2024 Feb,Total All Markets,Europe,Lithuania,8.9,0.9
2024 Feb,Total All Markets,Europe,Luxembourg,2.4,3.3
2024 Feb,Total All Markets,Europe,Malta,36.3,240.6
2024 Feb,Total All Markets,Europe,NA,7991.5,1939.4
2024 Feb,Total All Markets,Europe,Netherlands,422.5,321.3
2024 Feb,Total All Markets,Europe,Norway,61.2,45
2024 Feb,Total All Markets,Europe,Other Markets Europe,9.7,22.3
2024 Feb,Total All Markets,Europe,Poland,56.2,26.3
2024 Feb,Total All Markets,Europe,Portugal,38.4,75
2024 Feb,Total All Markets,Europe,Romania,33.9,2.8
2024 Feb,Total All Markets,Europe,Russia,671.5,8.9
2024 Feb,Total All Markets,Europe,Slovakia,8.8,1.2
2024 Feb,Total All Markets,Europe,Slovenia,6.1,2.1
2024 Feb,Total All Markets,Europe,Spain,139.7,7.9
2024 Feb,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2024 Feb,Total All Markets,Europe,Sweden,113.8,2
2024 Feb,Total All Markets,Europe,Switzerland,1463.7,88.7
2024 Feb,Total All Markets,Europe,Ukraine,1.1,0.2
2024 Feb,Total All Markets,Europe,United Kingdom,771.9,135.2
2024 Feb,Total All Markets,NA,NA,45008.5,23159.9
2024 Feb,Total All Markets,Oceania,Antarctica,0,0
2024 Feb,Total All Markets,Oceania,Australia,754.8,1050
2024 Feb,Total All Markets,Oceania,Fiji,0.1,24.7
2024 Feb,Total All Markets,Oceania,French Polynesia,0.4,1.1
2024 Feb,Total All Markets,Oceania,Guam,0,30.7
2024 Feb,Total All Markets,Oceania,Marshall Islands,0,571.1
2024 Feb,Total All Markets,Oceania,NA,802.6,2045.5
2024 Feb,Total All Markets,Oceania,New Caledonia,0,34.9
2024 Feb,Total All Markets,Oceania,New Zealand,44.6,210
2024 Feb,Total All Markets,Oceania,Northern Mariana Islands,0,10.4
2024 Feb,Total All Markets,Oceania,Other Markets Oceania,0.3,12.1
2024 Feb,Total All Markets,Oceania,Papua New Guinea,2.4,74.5
2024 Feb,Total All Markets,Oceania,Samoa,0,12.7
2024 Feb,Total All Markets,Oceania,Solomon Islands,0,7.3
2024 Feb,Total All Markets,Oceania,Vanuatu,0,6.1
2024 Jan,Total All Markets,Africa,Algeria,79.1,0.9
2024 Jan,Total All Markets,Africa,Angola,109.3,15.1
2024 Jan,Total All Markets,Africa,Benin,0,0.1
2024 Jan,Total All Markets,Africa,Cameroon,6.7,1
2024 Jan,Total All Markets,Africa,Cape Verde,0.2,0
2024 Jan,Total All Markets,Africa,Comoros,0.3,0.3
2024 Jan,Total All Markets,Africa,"Congo, Dem Rep Of",19.4,0.9
2024 Jan,Total All Markets,Africa,Cote D'ivoire,6.1,0.3
2024 Jan,Total All Markets,Africa,Djibouti,0.2,0.4
2024 Jan,Total All Markets,Africa,Egypt,31.3,16.3
2024 Jan,Total All Markets,Africa,Ethiopia,0.3,2.3
2024 Jan,Total All Markets,Africa,Gabon,0,1.9
2024 Jan,Total All Markets,Africa,Ghana,8.9,3
2024 Jan,Total All Markets,Africa,Guinea,1.1,2.3
2024 Jan,Total All Markets,Africa,Kenya,0.8,2.6
2024 Jan,Total All Markets,Africa,Liberia,0,575.1
2024 Jan,Total All Markets,Africa,Libya,0,1.7
2024 Jan,Total All Markets,Africa,Madagascar,11,0.2
2024 Jan,Total All Markets,Africa,Mauritius,0.7,1.2
2024 Jan,Total All Markets,Africa,Morocco,22.2,47.9
2024 Jan,Total All Markets,Africa,Mozambique,74,0.6
2024 Jan,Total All Markets,Africa,NA,688.3,852.9
2024 Jan,Total All Markets,Africa,Nigeria,0.5,19.2
2024 Jan,Total All Markets,Africa,Other Markets Africa,94.9,12.3
2024 Jan,Total All Markets,Africa,Reunion,1.7,87.1
2024 Jan,Total All Markets,Africa,Seychelles,0,0.5
2024 Jan,Total All Markets,Africa,Sierra Leone,0,0.5
2024 Jan,Total All Markets,Africa,Somalia,0,0.6
2024 Jan,Total All Markets,Africa,South Africa,208.2,57.1
2024 Jan,Total All Markets,Africa,Sudan,0,0
2024 Jan,Total All Markets,Africa,Swaziland,0.1,0
2024 Jan,Total All Markets,Africa,Tanzania,2.4,0.6
2024 Jan,Total All Markets,Africa,Tunisia,7.8,0.4
2024 Jan,Total All Markets,Africa,Zambia,0.7,0.2
2024 Jan,Total All Markets,Africa,Zimbabwe,0.2,0.2
2024 Jan,Total All Markets,America,Antigua And Barbuda,0.2,11.1
2024 Jan,Total All Markets,America,Argentina,35.6,4.5
2024 Jan,Total All Markets,America,Bahamas,0,101.7
2024 Jan,Total All Markets,America,Bermuda,0,0.4
2024 Jan,Total All Markets,America,Brazil,506.8,45.1
2024 Jan,Total All Markets,America,Canada,480.8,55.9
2024 Jan,Total All Markets,America,Chile,13.1,4.7
2024 Jan,Total All Markets,America,Colombia,1,9.3
2024 Jan,Total All Markets,America,Costa Rica,47.3,9.1
2024 Jan,Total All Markets,America,Cuba,1.5,0
2024 Jan,Total All Markets,America,Dominican Rep,7.9,1.7
2024 Jan,Total All Markets,America,Ecuador,7.2,2.1
2024 Jan,Total All Markets,America,El Salvador,2.5,0.4
2024 Jan,Total All Markets,America,Guatemala,1,0.4
2024 Jan,Total All Markets,America,Guyana,0.2,2.3
2024 Jan,Total All Markets,America,Honduras,0.4,2.3
2024 Jan,Total All Markets,America,Jamaica,0.2,0.1
2024 Jan,Total All Markets,America,Mexico,279.8,58.9
2024 Jan,Total All Markets,America,NA,6711.7,3807.8
2024 Jan,Total All Markets,America,Netherlands Antilles,0,0
2024 Jan,Total All Markets,America,Other Markets America,1.3,19.9
2024 Jan,Total All Markets,America,Panama,0.2,573.6
2024 Jan,Total All Markets,America,Paraguay,0.5,0.2
2024 Jan,Total All Markets,America,Peru,15.1,2.3
2024 Jan,Total All Markets,America,Puerto Rico,8.6,51.7
2024 Jan,Total All Markets,America,St. Vincent And The Grenadines,0,0.9
2024 Jan,Total All Markets,America,Trinidad And Tobago,42.2,1.1
2024 Jan,Total All Markets,America,United States,5242.3,2844.9
2024 Jan,Total All Markets,America,United States Virgin Islands,0,0
2024 Jan,Total All Markets,America,Uruguay,16,3
2024 Jan,Total All Markets,America,Venezuela,0.3,0.1
2024 Jan,Total All Markets,Asia,Afghanistan,0,0
2024 Jan,Total All Markets,Asia,Bahrain,1.1,4.9
2024 Jan,Total All Markets,Asia,Bangladesh,18.3,108
2024 Jan,Total All Markets,Asia,Brunei,195.9,18.6
2024 Jan,Total All Markets,Asia,Cambodia,18.6,304.4
2024 Jan,Total All Markets,Asia,China,6422.9,3697.5
2024 Jan,Total All Markets,Asia,Christmas Island,0,0
2024 Jan,Total All Markets,Asia,Hong Kong,201.8,1090.4
2024 Jan,Total All Markets,Asia,India,956.9,520.1
2024 Jan,Total All Markets,Asia,Indonesia,1747.6,2204.3
2024 Jan,Total All Markets,Asia,Iran,0.2,1.5
2024 Jan,Total All Markets,Asia,Iraq,150.1,4.4
2024 Jan,Total All Markets,Asia,Israel,87,20.8
2024 Jan,Total All Markets,Asia,Japan,2206.6,629.9
2024 Jan,Total All Markets,Asia,Jordan,2.4,1.3
2024 Jan,Total All Markets,Asia,Kazakhstan,95.1,0.3
2024 Jan,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0
2024 Jan,Total All Markets,Asia,"Korea, Rep Of",4087.8,953.6
2024 Jan,Total All Markets,Asia,Kuwait,44,19.8
2024 Jan,Total All Markets,Asia,Lao,4.9,1.5
2024 Jan,Total All Markets,Asia,Lebanon,0.1,0.6
2024 Jan,Total All Markets,Asia,Macao,0.5,4.8
2024 Jan,Total All Markets,Asia,Malaysia,5849.5,2427.8
2024 Jan,Total All Markets,Asia,Maldives,0.1,29.4
2024 Jan,Total All Markets,Asia,Mongolia,0.1,3.7
2024 Jan,Total All Markets,Asia,Myanmar,5.6,282.6
2024 Jan,Total All Markets,Asia,NA,33019.8,15610.2
2024 Jan,Total All Markets,Asia,Nepal,0.5,4.7
2024 Jan,Total All Markets,Asia,Oman,112.5,19.3
2024 Jan,Total All Markets,Asia,Other Markets Asia,0.8,18.6
2024 Jan,Total All Markets,Asia,Pakistan,40.4,170.2
2024 Jan,Total All Markets,Asia,Philippines,381.7,402.2
2024 Jan,Total All Markets,Asia,Qatar,872.9,79.9
2024 Jan,Total All Markets,Asia,Saudi Arabia,764.1,93.1
2024 Jan,Total All Markets,Asia,Sri Lanka,7.1,235.3
2024 Jan,Total All Markets,Asia,Syria,0,0.1
2024 Jan,Total All Markets,Asia,Taiwan,5658.6,848
2024 Jan,Total All Markets,Asia,Thailand,1337,645.1
2024 Jan,Total All Markets,Asia,Turkiye,39.1,40.5
2024 Jan,Total All Markets,Asia,United Arab Emirates,1029.2,209.4
2024 Jan,Total All Markets,Asia,Viet Nam,678.8,513.3
2024 Jan,Total All Markets,Asia,Yemen,0,0.6
2024 Jan,Total All Markets,Europe,Austria,108,5.7
2024 Jan,Total All Markets,Europe,Belarus,2.7,0
2024 Jan,Total All Markets,Europe,Belgium,152.8,218.3
2024 Jan,Total All Markets,Europe,Bulgaria,4.4,0.2
2024 Jan,Total All Markets,Europe,Croatia,2.7,0.5
2024 Jan,Total All Markets,Europe,Cyprus,2.5,50.2
2024 Jan,Total All Markets,Europe,Czech Rep,98.9,6.1
2024 Jan,Total All Markets,Europe,Denmark,64.8,23.1
2024 Jan,Total All Markets,Europe,Estonia,8.7,0.3
2024 Jan,Total All Markets,Europe,Finland,51.6,4.7
2024 Jan,Total All Markets,Europe,France,1501.3,88
2024 Jan,Total All Markets,Europe,Germany,1034.4,185.8
2024 Jan,Total All Markets,Europe,Greece,10.4,75.7
2024 Jan,Total All Markets,Europe,Hungary,43,44.7
2024 Jan,Total All Markets,Europe,Ireland,147,17.2
2024 Jan,Total All Markets,Europe,Italy,602.2,105.1
2024 Jan,Total All Markets,Europe,Latvia,5.2,0.2
2024 Jan,Total All Markets,Europe,Lithuania,6.9,0.1
2024 Jan,Total All Markets,Europe,Luxembourg,2.5,45.8
2024 Jan,Total All Markets,Europe,Malta,25.5,191.2
2024 Jan,Total All Markets,Europe,NA,7763.9,2825.2
2024 Jan,Total All Markets,Europe,Netherlands,324.2,767.3
2024 Jan,Total All Markets,Europe,Norway,67.1,44
2024 Jan,Total All Markets,Europe,Other Markets Europe,8.3,28.6
2024 Jan,Total All Markets,Europe,Poland,59.3,27.8
2024 Jan,Total All Markets,Europe,Portugal,48.5,49.9
2024 Jan,Total All Markets,Europe,Romania,32.1,3.6
2024 Jan,Total All Markets,Europe,Russia,579.5,4.3
2024 Jan,Total All Markets,Europe,Slovakia,6.8,2.2
2024 Jan,Total All Markets,Europe,Slovenia,7.3,4.3
2024 Jan,Total All Markets,Europe,Spain,150.4,8.8
2024 Jan,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2024 Jan,Total All Markets,Europe,Sweden,110.7,1.9
2024 Jan,Total All Markets,Europe,Switzerland,1525.4,690.5
2024 Jan,Total All Markets,Europe,Ukraine,1.9,0.2
2024 Jan,Total All Markets,Europe,United Kingdom,966.6,128.6
2024 Jan,Total All Markets,NA,NA,49246.6,25136.8
2024 Jan,Total All Markets,Oceania,Antarctica,0,0
2024 Jan,Total All Markets,Oceania,Australia,902.7,985.9
2024 Jan,Total All Markets,Oceania,Fiji,0.3,56.8
2024 Jan,Total All Markets,Oceania,French Polynesia,0.2,10.4
2024 Jan,Total All Markets,Oceania,Guam,0,1.2
2024 Jan,Total All Markets,Oceania,Marshall Islands,0,522.5
2024 Jan,Total All Markets,Oceania,NA,1062.9,2040.8
2024 Jan,Total All Markets,Oceania,New Caledonia,0.3,26.6
2024 Jan,Total All Markets,Oceania,New Zealand,90.1,351.5
2024 Jan,Total All Markets,Oceania,Northern Mariana Islands,0,0.2
2024 Jan,Total All Markets,Oceania,Other Markets Oceania,1.2,16.3
2024 Jan,Total All Markets,Oceania,Papua New Guinea,68.2,47.3
2024 Jan,Total All Markets,Oceania,Samoa,0,9.5
2024 Jan,Total All Markets,Oceania,Solomon Islands,0,10.3
2024 Jan,Total All Markets,Oceania,Vanuatu,0,2.1
2024 Jul,Total All Markets,Africa,Algeria,0,1.6
2024 Jul,Total All Markets,Africa,Angola,226.8,8.4
2024 Jul,Total All Markets,Africa,Benin,0,0.2
2024 Jul,Total All Markets,Africa,Cameroon,9.7,3.5
2024 Jul,Total All Markets,Africa,Cape Verde,0.1,0.1
2024 Jul,Total All Markets,Africa,Comoros,0,3.4
2024 Jul,Total All Markets,Africa,"Congo, Dem Rep Of",5.4,1
2024 Jul,Total All Markets,Africa,Cote D'ivoire,25.7,2
2024 Jul,Total All Markets,Africa,Djibouti,0.2,0.3
2024 Jul,Total All Markets,Africa,Egypt,4.4,15.4
2024 Jul,Total All Markets,Africa,Ethiopia,12.2,4.6
2024 Jul,Total All Markets,Africa,Gabon,0,1.5
2024 Jul,Total All Markets,Africa,Ghana,18.3,6.2
2024 Jul,Total All Markets,Africa,Guinea,0,1.4
2024 Jul,Total All Markets,Africa,Kenya,0.3,5
2024 Jul,Total All Markets,Africa,Liberia,0,681.6
2024 Jul,Total All Markets,Africa,Libya,0,3.1
2024 Jul,Total All Markets,Africa,Madagascar,2.6,0.2
2024 Jul,Total All Markets,Africa,Mauritius,1,8.9
2024 Jul,Total All Markets,Africa,Morocco,20,23.1
2024 Jul,Total All Markets,Africa,Mozambique,8.2,1.5
2024 Jul,Total All Markets,Africa,NA,532.8,914.9
2024 Jul,Total All Markets,Africa,Nigeria,77.7,10.9
2024 Jul,Total All Markets,Africa,Other Markets Africa,17.7,11.3
2024 Jul,Total All Markets,Africa,Reunion,3.5,87.4
2024 Jul,Total All Markets,Africa,Seychelles,0,0.7
2024 Jul,Total All Markets,Africa,Sierra Leone,0.2,0.9
2024 Jul,Total All Markets,Africa,Somalia,0,0.4
2024 Jul,Total All Markets,Africa,South Africa,41,22.4
2024 Jul,Total All Markets,Africa,Sudan,47.5,0
2024 Jul,Total All Markets,Africa,Swaziland,0.3,0
2024 Jul,Total All Markets,Africa,Tanzania,0.3,7.2
2024 Jul,Total All Markets,Africa,Tunisia,7.8,0.7
2024 Jul,Total All Markets,Africa,Zambia,0.3,0
2024 Jul,Total All Markets,Africa,Zimbabwe,1.6,0.1
2024 Jul,Total All Markets,America,Antigua And Barbuda,0,10
2024 Jul,Total All Markets,America,Argentina,6.6,3.6
2024 Jul,Total All Markets,America,Bahamas,0,80.1
2024 Jul,Total All Markets,America,Bermuda,0.1,2.9
2024 Jul,Total All Markets,America,Brazil,1555.9,50.6
2024 Jul,Total All Markets,America,Canada,244.2,39.8
2024 Jul,Total All Markets,America,Chile,11.3,9.3
2024 Jul,Total All Markets,America,Colombia,2.7,7.2
2024 Jul,Total All Markets,America,Costa Rica,67.2,6.1
2024 Jul,Total All Markets,America,Cuba,0.9,0
2024 Jul,Total All Markets,America,Dominican Rep,9.6,1.8
2024 Jul,Total All Markets,America,Ecuador,10.7,2.3
2024 Jul,Total All Markets,America,El Salvador,1.5,1.3
2024 Jul,Total All Markets,America,Guatemala,3.9,0.4
2024 Jul,Total All Markets,America,Guyana,0.3,3.7
2024 Jul,Total All Markets,America,Honduras,0.5,0.5
2024 Jul,Total All Markets,America,Jamaica,0.1,0.2
2024 Jul,Total All Markets,America,Mexico,313.7,194.4
2024 Jul,Total All Markets,America,NA,8462,5094.3
2024 Jul,Total All Markets,America,Netherlands Antilles,0,0
2024 Jul,Total All Markets,America,Other Markets America,1.5,19.4
2024 Jul,Total All Markets,America,Panama,0.3,628.6
2024 Jul,Total All Markets,America,Paraguay,0.8,0
2024 Jul,Total All Markets,America,Peru,2.2,6.9
2024 Jul,Total All Markets,America,Puerto Rico,9.5,72.3
2024 Jul,Total All Markets,America,St. Vincent And The Grenadines,0,1.7
2024 Jul,Total All Markets,America,Trinidad And Tobago,5.6,0.6
2024 Jul,Total All Markets,America,United States,6190.1,3950.1
2024 Jul,Total All Markets,America,United States Virgin Islands,0,0
