Data Series,Market,Region,Country,Import (Million Dollars),Export (Million Dollars)
2024 Jul,Total All Markets,America,Uruguay,22.9,0.5
2024 Jul,Total All Markets,America,Venezuela,0.1,0.2
2024 Jul,Total All Markets,Asia,Afghanistan,0,0
2024 Jul,Total All Markets,Asia,Bahrain,143.7,5.7
2024 Jul,Total All Markets,Asia,Bangladesh,11.8,226.9
2024 Jul,Total All Markets,Asia,Brunei,95.9,20.9
2024 Jul,Total All Markets,Asia,Cambodia,79.6,136.9
2024 Jul,Total All Markets,Asia,China,6713.5,2932.5
2024 Jul,Total All Markets,Asia,Christmas Island,0,0
2024 Jul,Total All Markets,Asia,Hong Kong,240.5,1203.4
2024 Jul,Total All Markets,Asia,India,1168.8,833.2
2024 Jul,Total All Markets,Asia,Indonesia,1658.9,2366.5
2024 Jul,Total All Markets,Asia,Iran,0.3,1.5
2024 Jul,Total All Markets,Asia,Iraq,123.4,4
2024 Jul,Total All Markets,Asia,Israel,90.3,24.4
2024 Jul,Total All Markets,Asia,Japan,2616.3,724.4
2024 Jul,Total All Markets,Asia,Jordan,10.1,2
2024 Jul,Total All Markets,Asia,Kazakhstan,0,2.6
2024 Jul,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0
2024 Jul,Total All Markets,Asia,"Korea, Rep Of",3390.7,766
2024 Jul,Total All Markets,Asia,Kuwait,185.5,14.5
2024 Jul,Total All Markets,Asia,Lao,1.9,4.5
2024 Jul,Total All Markets,Asia,Lebanon,0.2,0.8
2024 Jul,Total All Markets,Asia,Macao,0.4,6.9
2024 Jul,Total All Markets,Asia,Malaysia,6082.4,2830.4
2024 Jul,Total All Markets,Asia,Maldives,0,16.8
2024 Jul,Total All Markets,Asia,Mongolia,0,4.3
2024 Jul,Total All Markets,Asia,Myanmar,8.1,224.4
2024 Jul,Total All Markets,Asia,NA,34850.8,16052.7
2024 Jul,Total All Markets,Asia,Nepal,0.9,3
2024 Jul,Total All Markets,Asia,Oman,159.1,11.4
2024 Jul,Total All Markets,Asia,Other Markets Asia,1.5,21.1
2024 Jul,Total All Markets,Asia,Pakistan,68.2,201
2024 Jul,Total All Markets,Asia,Philippines,439.5,506.1
2024 Jul,Total All Markets,Asia,Qatar,777.5,55.8
2024 Jul,Total All Markets,Asia,Saudi Arabia,541.1,91.5
2024 Jul,Total All Markets,Asia,Sri Lanka,11.7,70.1
2024 Jul,Total All Markets,Asia,Syria,0,0.1
2024 Jul,Total All Markets,Asia,Taiwan,6654,1160.2
2024 Jul,Total All Markets,Asia,Thailand,1251.3,792.7
2024 Jul,Total All Markets,Asia,Turkiye,52.8,23.6
2024 Jul,Total All Markets,Asia,United Arab Emirates,1507,172.6
2024 Jul,Total All Markets,Asia,Viet Nam,763.8,588.8
2024 Jul,Total All Markets,Asia,Yemen,0,1.3
2024 Jul,Total All Markets,Europe,Austria,110.9,4.8
2024 Jul,Total All Markets,Europe,Belarus,1.5,0
2024 Jul,Total All Markets,Europe,Belgium,127.3,245.8
2024 Jul,Total All Markets,Europe,Bulgaria,8.5,0.4
2024 Jul,Total All Markets,Europe,Croatia,11.9,0.2
2024 Jul,Total All Markets,Europe,Cyprus,3,55.8
2024 Jul,Total All Markets,Europe,Czech Rep,139.3,7.8
2024 Jul,Total All Markets,Europe,Denmark,78.4,36.2
2024 Jul,Total All Markets,Europe,Estonia,39.2,0
2024 Jul,Total All Markets,Europe,Finland,58.8,3.2
2024 Jul,Total All Markets,Europe,France,1646.6,153.2
2024 Jul,Total All Markets,Europe,Germany,1169.1,174.3
2024 Jul,Total All Markets,Europe,Greece,58,86.8
2024 Jul,Total All Markets,Europe,Hungary,52,50.8
2024 Jul,Total All Markets,Europe,Ireland,108.1,62.9
2024 Jul,Total All Markets,Europe,Italy,640.7,121.6
2024 Jul,Total All Markets,Europe,Latvia,1.3,1.6
2024 Jul,Total All Markets,Europe,Lithuania,6.4,0
2024 Jul,Total All Markets,Europe,Luxembourg,1.6,41.3
2024 Jul,Total All Markets,Europe,Malta,22.2,198.4
2024 Jul,Total All Markets,Europe,NA,7791,2083.8
2024 Jul,Total All Markets,Europe,Netherlands,414.6,373
2024 Jul,Total All Markets,Europe,Norway,58.1,45
2024 Jul,Total All Markets,Europe,Other Markets Europe,12.9,31.6
2024 Jul,Total All Markets,Europe,Poland,74.7,26.1
2024 Jul,Total All Markets,Europe,Portugal,95.5,74.3
2024 Jul,Total All Markets,Europe,Romania,22.7,4.9
2024 Jul,Total All Markets,Europe,Russia,340.9,5.7
2024 Jul,Total All Markets,Europe,Slovakia,18.7,0.6
2024 Jul,Total All Markets,Europe,Slovenia,7.6,4.6
2024 Jul,Total All Markets,Europe,Spain,232.3,11.8
2024 Jul,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2024 Jul,Total All Markets,Europe,Sweden,174.1,3.1
2024 Jul,Total All Markets,Europe,Switzerland,698,111.8
2024 Jul,Total All Markets,Europe,Ukraine,3.8,0.9
2024 Jul,Total All Markets,Europe,United Kingdom,1352.2,145.1
2024 Jul,Total All Markets,NA,NA,52965.2,26421.3
2024 Jul,Total All Markets,Oceania,Antarctica,0,0
2024 Jul,Total All Markets,Oceania,Australia,1233.4,1278.8
2024 Jul,Total All Markets,Oceania,Fiji,0.2,51.5
2024 Jul,Total All Markets,Oceania,French Polynesia,0,8.6
2024 Jul,Total All Markets,Oceania,Guam,0,18.6
2024 Jul,Total All Markets,Oceania,Marshall Islands,0,467
2024 Jul,Total All Markets,Oceania,NA,1328.6,2275.6
2024 Jul,Total All Markets,Oceania,New Caledonia,0,17.7
2024 Jul,Total All Markets,Oceania,New Zealand,65.9,268.3
2024 Jul,Total All Markets,Oceania,Northern Mariana Islands,0,8.3
2024 Jul,Total All Markets,Oceania,Other Markets Oceania,0.6,16.9
2024 Jul,Total All Markets,Oceania,Papua New Guinea,28.4,113
2024 Jul,Total All Markets,Oceania,Samoa,0,11.6
2024 Jul,Total All Markets,Oceania,Solomon Islands,0,13.3
2024 Jul,Total All Markets,Oceania,Vanuatu,0,1.9
2024 Jun,Total All Markets,Africa,Algeria,0,3.7
2024 Jun,Total All Markets,Africa,Angola,0,5.5
2024 Jun,Total All Markets,Africa,Benin,0.1,0.1
2024 Jun,Total All Markets,Africa,Cameroon,19.6,1.3
2024 Jun,Total All Markets,Africa,Cape Verde,0,0
2024 Jun,Total All Markets,Africa,Comoros,0,0.3
2024 Jun,Total All Markets,Africa,"Congo, Dem Rep Of",5.7,2.5
2024 Jun,Total All Markets,Africa,Cote D'ivoire,15.8,2.5
2024 Jun,Total All Markets,Africa,Djibouti,0.2,0.1
2024 Jun,Total All Markets,Africa,Egypt,4.5,9.5
2024 Jun,Total All Markets,Africa,Ethiopia,3.1,2.5
2024 Jun,Total All Markets,Africa,Gabon,0,6
2024 Jun,Total All Markets,Africa,Ghana,12.2,4.5
2024 Jun,Total All Markets,Africa,Guinea,0,2.2
2024 Jun,Total All Markets,Africa,Kenya,0.9,5.4
2024 Jun,Total All Markets,Africa,Liberia,0.2,735.4
2024 Jun,Total All Markets,Africa,Libya,45.5,2.3
2024 Jun,Total All Markets,Africa,Madagascar,2.8,0.1
2024 Jun,Total All Markets,Africa,Mauritius,0.8,1.1
2024 Jun,Total All Markets,Africa,Morocco,22.1,32.7
2024 Jun,Total All Markets,Africa,Mozambique,109.4,0.9
2024 Jun,Total All Markets,Africa,NA,431.4,938.8
2024 Jun,Total All Markets,Africa,Nigeria,13.2,8.2
2024 Jun,Total All Markets,Africa,Other Markets Africa,80.4,11.1
2024 Jun,Total All Markets,Africa,Reunion,0.3,78.6
2024 Jun,Total All Markets,Africa,Seychelles,0.7,0.7
2024 Jun,Total All Markets,Africa,Sierra Leone,0,0.4
2024 Jun,Total All Markets,Africa,Somalia,0,0
2024 Jun,Total All Markets,Africa,South Africa,54,16.2
2024 Jun,Total All Markets,Africa,Sudan,0,0
2024 Jun,Total All Markets,Africa,Swaziland,0.1,1.1
2024 Jun,Total All Markets,Africa,Tanzania,0.3,2.8
2024 Jun,Total All Markets,Africa,Tunisia,5.9,0.8
2024 Jun,Total All Markets,Africa,Zambia,32.6,0.1
2024 Jun,Total All Markets,Africa,Zimbabwe,1,0.2
2024 Jun,Total All Markets,America,Antigua And Barbuda,0,8.4
2024 Jun,Total All Markets,America,Argentina,17.2,3.9
2024 Jun,Total All Markets,America,Bahamas,0,79.8
2024 Jun,Total All Markets,America,Bermuda,0,2.5
2024 Jun,Total All Markets,America,Brazil,522.9,34.4
2024 Jun,Total All Markets,America,Canada,240.4,36
2024 Jun,Total All Markets,America,Chile,19.2,7.4
2024 Jun,Total All Markets,America,Colombia,2.5,4.4
2024 Jun,Total All Markets,America,Costa Rica,55,6.7
2024 Jun,Total All Markets,America,Cuba,0.8,0
2024 Jun,Total All Markets,America,Dominican Rep,6.8,0.4
2024 Jun,Total All Markets,America,Ecuador,70.1,2
2024 Jun,Total All Markets,America,El Salvador,1.5,0.3
2024 Jun,Total All Markets,America,Guatemala,2.2,0.6
2024 Jun,Total All Markets,America,Guyana,1.2,2.5
2024 Jun,Total All Markets,America,Honduras,0.4,0.4
2024 Jun,Total All Markets,America,Jamaica,0.1,0.1
2024 Jun,Total All Markets,America,Mexico,333.2,145.2
2024 Jun,Total All Markets,America,NA,7611.1,3298.2
2024 Jun,Total All Markets,America,Netherlands Antilles,0,0
2024 Jun,Total All Markets,America,Other Markets America,3.1,16.5
2024 Jun,Total All Markets,America,Panama,0.9,668.2
2024 Jun,Total All Markets,America,Paraguay,0.2,0.2
2024 Jun,Total All Markets,America,Peru,2.2,7
2024 Jun,Total All Markets,America,Puerto Rico,11.8,59.3
2024 Jun,Total All Markets,America,St. Vincent And The Grenadines,0,1.8
2024 Jun,Total All Markets,America,Trinidad And Tobago,2.2,0.1
2024 Jun,Total All Markets,America,United States,6316.9,2209.6
2024 Jun,Total All Markets,America,United States Virgin Islands,0,0.1
2024 Jun,Total All Markets,America,Uruguay,0.5,0.1
2024 Jun,Total All Markets,America,Venezuela,0,0
2024 Jun,Total All Markets,Asia,Afghanistan,0.1,0
2024 Jun,Total All Markets,Asia,Bahrain,96.5,2.3
2024 Jun,Total All Markets,Asia,Bangladesh,16.6,239.2
2024 Jun,Total All Markets,Asia,Brunei,152.4,16.2
2024 Jun,Total All Markets,Asia,Cambodia,25.8,112.7
2024 Jun,Total All Markets,Asia,China,6111,2891.9
2024 Jun,Total All Markets,Asia,Christmas Island,0.1,0
2024 Jun,Total All Markets,Asia,Hong Kong,201.3,1131.8
2024 Jun,Total All Markets,Asia,India,989,540.9
2024 Jun,Total All Markets,Asia,Indonesia,1605.1,1935
2024 Jun,Total All Markets,Asia,Iran,0.1,0.3
2024 Jun,Total All Markets,Asia,Iraq,54,8
2024 Jun,Total All Markets,Asia,Israel,81.1,20.4
2024 Jun,Total All Markets,Asia,Japan,2095.7,672.3
2024 Jun,Total All Markets,Asia,Jordan,2,1.2
2024 Jun,Total All Markets,Asia,Kazakhstan,0,0.4
2024 Jun,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0
2024 Jun,Total All Markets,Asia,"Korea, Rep Of",3022.2,805.4
2024 Jun,Total All Markets,Asia,Kuwait,127.2,21.3
2024 Jun,Total All Markets,Asia,Lao,0.7,4.3
2024 Jun,Total All Markets,Asia,Lebanon,0,0.6
2024 Jun,Total All Markets,Asia,Macao,0.7,4
2024 Jun,Total All Markets,Asia,Malaysia,5278.6,2458.8
2024 Jun,Total All Markets,Asia,Maldives,13,5.9
2024 Jun,Total All Markets,Asia,Mongolia,0,4.3
2024 Jun,Total All Markets,Asia,Myanmar,9.1,263.1
2024 Jun,Total All Markets,Asia,NA,33001.5,14352.1
2024 Jun,Total All Markets,Asia,Nepal,0.3,7.8
2024 Jun,Total All Markets,Asia,Oman,61.4,71.1
2024 Jun,Total All Markets,Asia,Other Markets Asia,23.4,11.6
2024 Jun,Total All Markets,Asia,Pakistan,14.9,30
2024 Jun,Total All Markets,Asia,Philippines,431.1,422.9
2024 Jun,Total All Markets,Asia,Qatar,813.9,67.2
2024 Jun,Total All Markets,Asia,Saudi Arabia,884.8,99.7
2024 Jun,Total All Markets,Asia,Sri Lanka,10.5,76
2024 Jun,Total All Markets,Asia,Syria,0,0.1
2024 Jun,Total All Markets,Asia,Taiwan,7476.2,957.3
2024 Jun,Total All Markets,Asia,Thailand,1214.4,807.1
2024 Jun,Total All Markets,Asia,Turkiye,46.6,31.1
2024 Jun,Total All Markets,Asia,United Arab Emirates,1487.4,148.3
2024 Jun,Total All Markets,Asia,Viet Nam,653.9,481.7
2024 Jun,Total All Markets,Asia,Yemen,0.2,0
2024 Jun,Total All Markets,Europe,Austria,126.7,5.2
2024 Jun,Total All Markets,Europe,Belarus,1.4,0.1
2024 Jun,Total All Markets,Europe,Belgium,101.6,568
2024 Jun,Total All Markets,Europe,Bulgaria,4,0.8
2024 Jun,Total All Markets,Europe,Croatia,1.8,0.6
2024 Jun,Total All Markets,Europe,Cyprus,2,62.7
2024 Jun,Total All Markets,Europe,Czech Rep,119.1,7.5
2024 Jun,Total All Markets,Europe,Denmark,216.4,44.9
2024 Jun,Total All Markets,Europe,Estonia,2.9,0.2
2024 Jun,Total All Markets,Europe,Finland,36,3.3
2024 Jun,Total All Markets,Europe,France,1327,114.7
2024 Jun,Total All Markets,Europe,Germany,1049.9,176.8
2024 Jun,Total All Markets,Europe,Greece,54.2,84.6
2024 Jun,Total All Markets,Europe,Hungary,53,17.8
2024 Jun,Total All Markets,Europe,Ireland,183.3,94.9
2024 Jun,Total All Markets,Europe,Italy,538.4,69.7
2024 Jun,Total All Markets,Europe,Latvia,2.6,0.4
2024 Jun,Total All Markets,Europe,Lithuania,11.5,0.1
2024 Jun,Total All Markets,Europe,Luxembourg,2.4,4.6
2024 Jun,Total All Markets,Europe,Malta,18.9,210.1
2024 Jun,Total All Markets,Europe,NA,6634.3,2293.8
2024 Jun,Total All Markets,Europe,Netherlands,271,404.2
2024 Jun,Total All Markets,Europe,Norway,58.6,54.7
2024 Jun,Total All Markets,Europe,Other Markets Europe,12,31.4
2024 Jun,Total All Markets,Europe,Poland,74.6,27.5
2024 Jun,Total All Markets,Europe,Portugal,34.8,75.8
2024 Jun,Total All Markets,Europe,Romania,24.2,3.1
2024 Jun,Total All Markets,Europe,Russia,372.6,6.6
2024 Jun,Total All Markets,Europe,Slovakia,10.7,0.8
2024 Jun,Total All Markets,Europe,Slovenia,6.8,3.9
2024 Jun,Total All Markets,Europe,Spain,185.3,11.2
2024 Jun,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2024 Jun,Total All Markets,Europe,Sweden,174.9,4.2
2024 Jun,Total All Markets,Europe,Switzerland,685.8,70.9
2024 Jun,Total All Markets,Europe,Ukraine,2.6,0.7
2024 Jun,Total All Markets,Europe,United Kingdom,867.3,132.1
2024 Jun,Total All Markets,NA,NA,48845.9,22945.7
2024 Jun,Total All Markets,Oceania,Antarctica,0,0
2024 Jun,Total All Markets,Oceania,Australia,1066.1,1081.9
2024 Jun,Total All Markets,Oceania,Fiji,0.2,65.8
2024 Jun,Total All Markets,Oceania,French Polynesia,0.2,1.6
2024 Jun,Total All Markets,Oceania,Guam,0,27.5
2024 Jun,Total All Markets,Oceania,Marshall Islands,0,557.4
2024 Jun,Total All Markets,Oceania,NA,1167.5,2062.8
2024 Jun,Total All Markets,Oceania,New Caledonia,0,25
2024 Jun,Total All Markets,Oceania,New Zealand,92.5,171.1
2024 Jun,Total All Markets,Oceania,Northern Mariana Islands,0,10.6
2024 Jun,Total All Markets,Oceania,Other Markets Oceania,0.5,6.3
2024 Jun,Total All Markets,Oceania,Papua New Guinea,8,69.6
2024 Jun,Total All Markets,Oceania,Samoa,0,16.8
2024 Jun,Total All Markets,Oceania,Solomon Islands,0,19
2024 Jun,Total All Markets,Oceania,Vanuatu,0,10.3
2024 Mar,Total All Markets,Africa,Algeria,0,1.8
2024 Mar,Total All Markets,Africa,Angola,0,6.6
2024 Mar,Total All Markets,Africa,Benin,0,0.2
2024 Mar,Total All Markets,Africa,Cameroon,14.4,3.2
2024 Mar,Total All Markets,Africa,Cape Verde,0,0
2024 Mar,Total All Markets,Africa,Comoros,0.1,1.8
2024 Mar,Total All Markets,Africa,"Congo, Dem Rep Of",1,0.9
2024 Mar,Total All Markets,Africa,Cote D'ivoire,7.9,1.8
2024 Mar,Total All Markets,Africa,Djibouti,0,0.4
2024 Mar,Total All Markets,Africa,Egypt,4.1,12.4
2024 Mar,Total All Markets,Africa,Ethiopia,4.2,4.2
2024 Mar,Total All Markets,Africa,Gabon,0,0.7
2024 Mar,Total All Markets,Africa,Ghana,50.4,3.5
2024 Mar,Total All Markets,Africa,Guinea,0.4,1.1
2024 Mar,Total All Markets,Africa,Kenya,1.7,2.7
2024 Mar,Total All Markets,Africa,Liberia,0,723.9
2024 Mar,Total All Markets,Africa,Libya,0,1.5
2024 Mar,Total All Markets,Africa,Madagascar,4.6,0.1
2024 Mar,Total All Markets,Africa,Mauritius,1,8.5
2024 Mar,Total All Markets,Africa,Morocco,30.5,33.5
2024 Mar,Total All Markets,Africa,Mozambique,50.4,2.5
2024 Mar,Total All Markets,Africa,NA,439.5,1013.8
2024 Mar,Total All Markets,Africa,Nigeria,2.4,17.6
2024 Mar,Total All Markets,Africa,Other Markets Africa,163.9,90.7
2024 Mar,Total All Markets,Africa,Reunion,0.7,54.9
2024 Mar,Total All Markets,Africa,Seychelles,0,0.7
2024 Mar,Total All Markets,Africa,Sierra Leone,0.1,12.6
2024 Mar,Total All Markets,Africa,Somalia,0,0
2024 Mar,Total All Markets,Africa,South Africa,58.7,21.9
2024 Mar,Total All Markets,Africa,Sudan,33.6,0.2
2024 Mar,Total All Markets,Africa,Swaziland,0.2,0
2024 Mar,Total All Markets,Africa,Tanzania,2.3,2.9
2024 Mar,Total All Markets,Africa,Tunisia,6.3,0.2
2024 Mar,Total All Markets,Africa,Zambia,0.2,0.5
2024 Mar,Total All Markets,Africa,Zimbabwe,0,0.2
2024 Mar,Total All Markets,America,Antigua And Barbuda,0,8.9
2024 Mar,Total All Markets,America,Argentina,42.4,18.9
2024 Mar,Total All Markets,America,Bahamas,0,84.9
2024 Mar,Total All Markets,America,Bermuda,1,2.4
2024 Mar,Total All Markets,America,Brazil,574.8,37.7
2024 Mar,Total All Markets,America,Canada,261.1,45.1
2024 Mar,Total All Markets,America,Chile,8,4
2024 Mar,Total All Markets,America,Colombia,15.1,3.2
2024 Mar,Total All Markets,America,Costa Rica,42,4.4
2024 Mar,Total All Markets,America,Cuba,1.2,0
2024 Mar,Total All Markets,America,Dominican Rep,6.8,1.2
2024 Mar,Total All Markets,America,Ecuador,6.2,2.7
2024 Mar,Total All Markets,America,El Salvador,2.3,0.6
2024 Mar,Total All Markets,America,Guatemala,3,0.6
2024 Mar,Total All Markets,America,Guyana,84.1,3.8
2024 Mar,Total All Markets,America,Honduras,0.7,0.2
2024 Mar,Total All Markets,America,Jamaica,0.1,0
2024 Mar,Total All Markets,America,Mexico,353.7,54
2024 Mar,Total All Markets,America,NA,7279.1,3381.5
2024 Mar,Total All Markets,America,Netherlands Antilles,0,0
2024 Mar,Total All Markets,America,Other Markets America,1.4,15.6
2024 Mar,Total All Markets,America,Panama,0.2,677.3
2024 Mar,Total All Markets,America,Paraguay,0.2,0.1
2024 Mar,Total All Markets,America,Peru,7.2,4.9
2024 Mar,Total All Markets,America,Puerto Rico,26.9,85.4
2024 Mar,Total All Markets,America,St. Vincent And The Grenadines,0,1.7
2024 Mar,Total All Markets,America,Trinidad And Tobago,2.1,0.8
2024 Mar,Total All Markets,America,United States,5838,2322
2024 Mar,Total All Markets,America,United States Virgin Islands,0,0
2024 Mar,Total All Markets,America,Uruguay,0.7,0.7
2024 Mar,Total All Markets,America,Venezuela,0,0.3
2024 Mar,Total All Markets,Asia,Afghanistan,0,0
2024 Mar,Total All Markets,Asia,Bahrain,43.7,3.1
2024 Mar,Total All Markets,Asia,Bangladesh,31.6,195.7
2024 Mar,Total All Markets,Asia,Brunei,130.5,24.3
2024 Mar,Total All Markets,Asia,Cambodia,12.9,220.2
2024 Mar,Total All Markets,Asia,China,6149.3,3511
2024 Mar,Total All Markets,Asia,Christmas Island,0,0
2024 Mar,Total All Markets,Asia,Hong Kong,427.5,1242.2
2024 Mar,Total All Markets,Asia,India,845.7,525.2
2024 Mar,Total All Markets,Asia,Indonesia,1896.9,2062.7
2024 Mar,Total All Markets,Asia,Iran,0.4,0
2024 Mar,Total All Markets,Asia,Iraq,158.4,5.7
2024 Mar,Total All Markets,Asia,Israel,83.5,19.4
2024 Mar,Total All Markets,Asia,Japan,2461.6,605.6
2024 Mar,Total All Markets,Asia,Jordan,1.7,1.9
2024 Mar,Total All Markets,Asia,Kazakhstan,84.7,0.9
2024 Mar,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0,0
2024 Mar,Total All Markets,Asia,"Korea, Rep Of",3269.5,873.4
2024 Mar,Total All Markets,Asia,Kuwait,113.4,21.1
2024 Mar,Total All Markets,Asia,Lao,1.8,3.5
2024 Mar,Total All Markets,Asia,Lebanon,0.1,1.1
2024 Mar,Total All Markets,Asia,Macao,0.7,7.6
2024 Mar,Total All Markets,Asia,Malaysia,5374.5,2343.7
2024 Mar,Total All Markets,Asia,Maldives,0.1,5.1
2024 Mar,Total All Markets,Asia,Mongolia,0,5.1
2024 Mar,Total All Markets,Asia,Myanmar,6.9,216.8
2024 Mar,Total All Markets,Asia,NA,34701.7,15358
2024 Mar,Total All Markets,Asia,Nepal,0.4,4.9
2024 Mar,Total All Markets,Asia,Oman,79.3,162.3
2024 Mar,Total All Markets,Asia,Other Markets Asia,37.5,5.6
2024 Mar,Total All Markets,Asia,Pakistan,10.2,100.8
2024 Mar,Total All Markets,Asia,Philippines,513.1,418.3
2024 Mar,Total All Markets,Asia,Qatar,491.1,70.4
2024 Mar,Total All Markets,Asia,Saudi Arabia,750.8,97.8
2024 Mar,Total All Markets,Asia,Sri Lanka,15.2,163.5
2024 Mar,Total All Markets,Asia,Syria,0,0
2024 Mar,Total All Markets,Asia,Taiwan,8310.6,946.3
2024 Mar,Total All Markets,Asia,Thailand,1185.4,613.6
2024 Mar,Total All Markets,Asia,Turkiye,47.7,22.1
2024 Mar,Total All Markets,Asia,United Arab Emirates,1561.7,182
2024 Mar,Total All Markets,Asia,Viet Nam,603.4,673.4
2024 Mar,Total All Markets,Asia,Yemen,0,1.3
2024 Mar,Total All Markets,Europe,Austria,98.7,7.4
2024 Mar,Total All Markets,Europe,Belarus,2.5,0
2024 Mar,Total All Markets,Europe,Belgium,214.2,184.4
2024 Mar,Total All Markets,Europe,Bulgaria,4,0.5
2024 Mar,Total All Markets,Europe,Croatia,2.1,0.2
2024 Mar,Total All Markets,Europe,Cyprus,137.2,69.7
2024 Mar,Total All Markets,Europe,Czech Rep,100,3.6
2024 Mar,Total All Markets,Europe,Denmark,57.4,40.8
2024 Mar,Total All Markets,Europe,Estonia,22.6,0
2024 Mar,Total All Markets,Europe,Finland,40.6,3.1
2024 Mar,Total All Markets,Europe,France,1363.2,158.9
2024 Mar,Total All Markets,Europe,Germany,1115.9,409.5
2024 Mar,Total All Markets,Europe,Greece,67.8,85.1
2024 Mar,Total All Markets,Europe,Hungary,49.6,14.7
2024 Mar,Total All Markets,Europe,Ireland,157.2,46
2024 Mar,Total All Markets,Europe,Italy,626.9,98
2024 Mar,Total All Markets,Europe,Latvia,1.1,0.8
2024 Mar,Total All Markets,Europe,Lithuania,16,0.4
2024 Mar,Total All Markets,Europe,Luxembourg,3.3,2.4
2024 Mar,Total All Markets,Europe,Malta,25.6,190.6
2024 Mar,Total All Markets,Europe,NA,7720,2354.4
2024 Mar,Total All Markets,Europe,Netherlands,319.8,577.2
2024 Mar,Total All Markets,Europe,Norway,54.6,39.3
2024 Mar,Total All Markets,Europe,Other Markets Europe,9.8,45.4
2024 Mar,Total All Markets,Europe,Poland,70.1,23.6
2024 Mar,Total All Markets,Europe,Portugal,39,51.2
2024 Mar,Total All Markets,Europe,Romania,23.7,3.8
2024 Mar,Total All Markets,Europe,Russia,551.3,3.2
2024 Mar,Total All Markets,Europe,Slovakia,9.7,0.9
2024 Mar,Total All Markets,Europe,Slovenia,5.2,4.7
2024 Mar,Total All Markets,Europe,Spain,219.6,12.9
2024 Mar,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2024 Mar,Total All Markets,Europe,Sweden,140.5,6.9
2024 Mar,Total All Markets,Europe,Switzerland,1145.6,124.6
2024 Mar,Total All Markets,Europe,Ukraine,3.1,0.5
2024 Mar,Total All Markets,Europe,United Kingdom,1022,144
2024 Mar,Total All Markets,NA,NA,51339.9,24093.9
2024 Mar,Total All Markets,Oceania,Antarctica,0,0
2024 Mar,Total All Markets,Oceania,Australia,1107.2,913.8
2024 Mar,Total All Markets,Oceania,Fiji,0.2,60.9
2024 Mar,Total All Markets,Oceania,French Polynesia,0.1,4.1
2024 Mar,Total All Markets,Oceania,Guam,0,31.8
2024 Mar,Total All Markets,Oceania,Marshall Islands,0,608.3
2024 Mar,Total All Markets,Oceania,NA,1199.6,1985.7
2024 Mar,Total All Markets,Oceania,New Caledonia,0.1,36.7
